strategy,pos,startLeague,peakOvr,finalOvr,finalLeague,seasonsPlayed,retirementAge,everInNhl,everDemoted,nhlGames,nhlGoals,nhlAssists,ahlGames,teamsCount,championships,individualAwards,awardsList
OPTIMIZER,LD,NCAA,86,80,NCAA,36,34,false,false,0,0,0,0,1,0,12,2027:1st Team All-American | 2029:1st Team All-American | 2031:1st Team All-American | 2032:1st Team All-American | 2036:1st Team All-American | 2037:1st Team All-American | 2038:1st Team All-American | 2039:1st Team All-American | 2040:1st Team All-American | 2041:1st Team All-American | 2042:1st Team All-American | 2043:1st Team All-American
OPTIMIZER,RD,QMJHL,85,80,QMJHL,36,34,false,false,0,0,0,0,1,0,13,2026:QMJHL 1st All-Star Team | 2030:QMJHL 1st All-Star Team | 2031:QMJHL 1st All-Star Team | 2036:QMJHL 1st All-Star Team | 2037:Émile Bouchard Trophy (QMJHL Defenceman of the Year) | 2037:QMJHL 1st All-Star Team | 2038:Émile Bouchard Trophy (QMJHL Defenceman of the Year) | 2038:QMJHL 1st All-Star Team | 2039:QMJHL 1st All-Star Team | 2040:QMJHL 1st All-Star Team | 2041:QMJHL 1st All-Star Team | 2042:QMJHL 1st All-Star Team | 2043:QMJHL 1st All-Star Team
OPTIMIZER,C,QMJHL,86,82,QMJHL,36,34,false,false,0,0,0,0,1,0,31,2027:QMJHL 1st All-Star Team | 2028:QMJHL 1st All-Star Team | 2029:QMJHL 1st All-Star Team | 2030:QMJHL 1st All-Star Team | 2031:QMJHL 1st All-Star Team | 2032:QMJHL 1st All-Star Team | 2033:QMJHL 1st All-Star Team | 2034:Jean Béliveau Trophy (QMJHL Top Scorer) | 2034:QMJHL 1st All-Star Team | 2035:QMJHL 1st All-Star Team | 2036:QMJHL 1st All-Star Team | 2037:Michel Brière Memorial Trophy (QMJHL Most Valuable Player) | 2037:Jean Béliveau Trophy (QMJHL Top Scorer) | 2037:QMJHL 1st All-Star Team | 2038:Michel Brière Memorial Trophy (QMJHL Most Valuable Player) | 2038:Jean Béliveau Trophy (QMJHL Top Scorer) | 2038:QMJHL 1st All-Star Team | 2039:Michel Brière Memorial Trophy (QMJHL Most Valuable Player) | 2039:Jean Béliveau Trophy (QMJHL Top Scorer) | 2039:QMJHL 1st All-Star Team | 2040:Michel Brière Memorial Trophy (QMJHL Most Valuable Player) | 2040:Jean Béliveau Trophy (QMJHL Top Scorer) | 2040:QMJHL 1st All-Star Team | 2041:Michel Brière Memorial Trophy (QMJHL Most Valuable Player) | 2041:Jean Béliveau Trophy (QMJHL Top Scorer) | 2041:QMJHL 1st All-Star Team | 2042:Michel Brière Memorial Trophy (QMJHL Most Valuable Player) | 2042:Jean Béliveau Trophy (QMJHL Top Scorer) | 2042:QMJHL 1st All-Star Team | 2043:Jean Béliveau Trophy (QMJHL Top Scorer) | 2043:QMJHL 1st All-Star Team
OPTIMIZER,LD,OHL,84,80,OHL,36,34,false,false,0,0,0,0,1,0,22,2028:OHL 1st All-Star Team | 2029:OHL 1st All-Star Team | 2031:OHL 1st All-Star Team | 2033:OHL 1st All-Star Team | 2034:OHL 1st All-Star Team | 2035:Max Kaminsky Trophy (OHL Most Outstanding Defenceman) | 2035:OHL 1st All-Star Team | 2036:Max Kaminsky Trophy (OHL Most Outstanding Defenceman) | 2036:OHL 1st All-Star Team | 2037:Max Kaminsky Trophy (OHL Most Outstanding Defenceman) | 2037:OHL 1st All-Star Team | 2038:OHL 1st All-Star Team | 2039:Max Kaminsky Trophy (OHL Most Outstanding Defenceman) | 2039:OHL 1st All-Star Team | 2040:Max Kaminsky Trophy (OHL Most Outstanding Defenceman) | 2040:OHL 1st All-Star Team | 2041:Max Kaminsky Trophy (OHL Most Outstanding Defenceman) | 2041:OHL 1st All-Star Team | 2042:Max Kaminsky Trophy (OHL Most Outstanding Defenceman) | 2042:OHL 1st All-Star Team | 2043:Max Kaminsky Trophy (OHL Most Outstanding Defenceman) | 2043:OHL 1st All-Star Team
OPTIMIZER,C,NCAA,85,82,NCAA,36,34,false,false,0,0,0,0,1,0,16,2026:1st Team All-American | 2028:1st Team All-American | 2030:1st Team All-American | 2031:1st Team All-American | 2032:1st Team All-American | 2033:1st Team All-American | 2034:1st Team All-American | 2035:1st Team All-American | 2036:1st Team All-American | 2037:1st Team All-American | 2038:1st Team All-American | 2039:1st Team All-American | 2040:1st Team All-American | 2041:1st Team All-American | 2042:1st Team All-American | 2043:1st Team All-American
OPTIMIZER,RD,LIIGA,83,79,LIIGA,36,34,false,false,0,0,0,0,1,0,2,2038:LIIGA All-Star | 2042:LIIGA All-Star
OPTIMIZER,LW,LIIGA,82,78,LIIGA,36,34,false,false,0,0,0,0,1,0,11,2032:LIIGA All-Star | 2033:LIIGA All-Star | 2035:LIIGA All-Star | 2036:LIIGA All-Star | 2037:LIIGA All-Star | 2038:LIIGA All-Star | 2039:LIIGA All-Star | 2040:LIIGA All-Star | 2041:LIIGA All-Star | 2042:LIIGA All-Star | 2043:LIIGA All-Star
OPTIMIZER,LW,SHL,84,78,SHL,36,34,false,false,0,0,0,0,1,0,11,2030:SHL All-Star | 2034:SHL All-Star | 2035:SHL All-Star | 2036:SHL All-Star | 2037:SHL All-Star | 2038:SHL All-Star | 2039:SHL All-Star | 2040:SHL All-Star | 2041:SHL All-Star | 2042:SHL All-Star | 2043:SHL All-Star
OPTIMIZER,LW,SHL,84,77,SHL,36,34,false,false,0,0,0,0,1,0,14,2029:SHL All-Star | 2031:SHL All-Star | 2032:SHL All-Star | 2033:SHL All-Star | 2034:SHL All-Star | 2035:SHL All-Star | 2036:SHL All-Star | 2037:SHL All-Star | 2038:SHL All-Star | 2039:SHL All-Star | 2040:SHL All-Star | 2041:SHL All-Star | 2042:SHL All-Star | 2043:SHL All-Star
OPTIMIZER,RW,WHL,84,78,WHL,36,34,false,false,0,0,0,0,1,0,28,2027:WHL 1st All-Star Team | 2028:WHL 1st All-Star Team | 2029:WHL 1st All-Star Team | 2030:WHL 1st All-Star Team | 2031:Bob Clarke Trophy (WHL Top Scorer) | 2031:WHL 1st All-Star Team | 2032:WHL 1st All-Star Team | 2033:WHL 1st All-Star Team | 2034:WHL 1st All-Star Team | 2035:WHL 1st All-Star Team | 2036:Four Broncos Memorial Trophy (WHL Player of the Year) | 2036:Bob Clarke Trophy (WHL Top Scorer) | 2036:WHL 1st All-Star Team | 2037:Four Broncos Memorial Trophy (WHL Player of the Year) | 2037:Bob Clarke Trophy (WHL Top Scorer) | 2037:WHL 1st All-Star Team | 2038:Bob Clarke Trophy (WHL Top Scorer) | 2038:WHL 1st All-Star Team | 2039:Four Broncos Memorial Trophy (WHL Player of the Year) | 2039:Bob Clarke Trophy (WHL Top Scorer) | 2039:WHL 1st All-Star Team | 2040:WHL 1st All-Star Team | 2041:WHL 1st All-Star Team | 2042:Four Broncos Memorial Trophy (WHL Player of the Year) | 2042:Bob Clarke Trophy (WHL Top Scorer) | 2042:WHL 1st All-Star Team | 2043:Bob Clarke Trophy (WHL Top Scorer) | 2043:WHL 1st All-Star Team
OPTIMIZER,RW,USHL,84,79,USHL,36,34,false,false,0,0,0,0,1,0,39,2026:USHL All-Star | 2027:USHL All-Star | 2028:USHL All-Star | 2029:USHL All-Star | 2030:USHL Forward of the Year | 2030:USHL All-Star | 2031:USHL All-Star | 2032:USHL Player of the Year | 2032:USHL Forward of the Year | 2032:USHL All-Star | 2033:USHL Player of the Year | 2033:USHL Forward of the Year | 2033:USHL All-Star | 2034:USHL Forward of the Year | 2034:USHL All-Star | 2035:USHL Player of the Year | 2035:USHL Forward of the Year | 2035:USHL All-Star | 2036:USHL All-Star | 2037:USHL Player of the Year | 2037:USHL Forward of the Year | 2037:USHL All-Star | 2038:USHL Player of the Year | 2038:USHL Forward of the Year | 2038:USHL All-Star | 2039:USHL Player of the Year | 2039:USHL Forward of the Year | 2039:USHL All-Star | 2040:USHL Forward of the Year | 2040:USHL All-Star | 2041:USHL Player of the Year | 2041:USHL Forward of the Year | 2041:USHL All-Star | 2042:USHL Player of the Year | 2042:USHL Forward of the Year | 2042:USHL All-Star | 2043:USHL Player of the Year | 2043:USHL Forward of the Year | 2043:USHL All-Star
OPTIMIZER,C,WHL,78,71,WHL,38,35,false,false,0,0,0,0,1,0,31,2026:Jim Piggott Memorial Trophy (WHL Rookie of the Year) | 2026:WHL 1st All-Star Team | 2028:WHL 1st All-Star Team | 2029:WHL 1st All-Star Team | 2030:WHL 1st All-Star Team | 2031:WHL 1st All-Star Team | 2032:WHL 1st All-Star Team | 2033:WHL 1st All-Star Team | 2034:WHL 1st All-Star Team | 2035:Bob Clarke Trophy (WHL Top Scorer) | 2035:WHL 1st All-Star Team | 2036:Bob Clarke Trophy (WHL Top Scorer) | 2036:WHL 1st All-Star Team | 2037:Bob Clarke Trophy (WHL Top Scorer) | 2037:WHL 1st All-Star Team | 2038:Four Broncos Memorial Trophy (WHL Player of the Year) | 2038:Bob Clarke Trophy (WHL Top Scorer) | 2038:WHL 1st All-Star Team | 2039:Four Broncos Memorial Trophy (WHL Player of the Year) | 2039:Bob Clarke Trophy (WHL Top Scorer) | 2039:WHL 1st All-Star Team | 2040:Bob Clarke Trophy (WHL Top Scorer) | 2040:WHL 1st All-Star Team | 2041:WHL 1st All-Star Team | 2042:Four Broncos Memorial Trophy (WHL Player of the Year) | 2042:Bob Clarke Trophy (WHL Top Scorer) | 2042:WHL 1st All-Star Team | 2043:Four Broncos Memorial Trophy (WHL Player of the Year) | 2043:Bob Clarke Trophy (WHL Top Scorer) | 2043:WHL 1st All-Star Team | 2044:WHL 1st All-Star Team
OPTIMIZER,RW,QMJHL,84,79,QMJHL,36,34,false,false,0,0,0,0,1,0,23,2026:QMJHL 1st All-Star Team | 2027:QMJHL 1st All-Star Team | 2028:QMJHL 1st All-Star Team | 2029:QMJHL 1st All-Star Team | 2030:QMJHL 1st All-Star Team | 2031:QMJHL 1st All-Star Team | 2032:QMJHL 1st All-Star Team | 2033:QMJHL 1st All-Star Team | 2034:QMJHL 1st All-Star Team | 2035:QMJHL 1st All-Star Team | 2036:QMJHL 1st All-Star Team | 2037:QMJHL 1st All-Star Team | 2038:QMJHL 1st All-Star Team | 2039:Jean Béliveau Trophy (QMJHL Top Scorer) | 2039:QMJHL 1st All-Star Team | 2040:Michel Brière Memorial Trophy (QMJHL Most Valuable Player) | 2040:Jean Béliveau Trophy (QMJHL Top Scorer) | 2040:QMJHL 1st All-Star Team | 2041:QMJHL 1st All-Star Team | 2042:Michel Brière Memorial Trophy (QMJHL Most Valuable Player) | 2042:Jean Béliveau Trophy (QMJHL Top Scorer) | 2042:QMJHL 1st All-Star Team | 2043:QMJHL 1st All-Star Team
OPTIMIZER,G,LIIGA,89,85,LIIGA,36,34,false,false,0,0,0,0,1,0,10,2033:LIIGA All-Star | 2035:LIIGA All-Star | 2036:LIIGA All-Star | 2037:LIIGA All-Star | 2038:LIIGA All-Star | 2039:LIIGA All-Star | 2040:LIIGA All-Star | 2041:LIIGA All-Star | 2042:LIIGA All-Star | 2043:LIIGA All-Star
OPTIMIZER,LW,USHL,84,78,USHL,36,34,false,false,0,0,0,0,1,0,35,2027:USHL All-Star | 2028:USHL All-Star | 2029:USHL All-Star | 2030:USHL All-Star | 2031:USHL All-Star | 2032:USHL All-Star | 2033:USHL Player of the Year | 2033:USHL Forward of the Year | 2033:USHL All-Star | 2034:USHL All-Star | 2035:USHL All-Star | 2036:USHL Player of the Year | 2036:USHL Forward of the Year | 2036:USHL All-Star | 2037:USHL Player of the Year | 2037:USHL Forward of the Year | 2037:USHL All-Star | 2038:USHL Player of the Year | 2038:USHL Forward of the Year | 2038:USHL All-Star | 2039:USHL Player of the Year | 2039:USHL Forward of the Year | 2039:USHL All-Star | 2040:USHL Player of the Year | 2040:USHL Forward of the Year | 2040:USHL All-Star | 2041:USHL Player of the Year | 2041:USHL Forward of the Year | 2041:USHL All-Star | 2042:USHL Player of the Year | 2042:USHL Forward of the Year | 2042:USHL All-Star | 2043:USHL Player of the Year | 2043:USHL Forward of the Year | 2043:USHL All-Star
