strategy,pos,startLeague,peakOvr,finalOvr,finalLeague,seasonsPlayed,retirementAge,everInNhl,everDemoted,nhlGames,nhlGoals,nhlAssists,ahlGames,teamsCount,championships,individualAwards,awardsList
OPTIMIZER,LD,USHL,82,76,NHL,36,34,true,true,921,110,233,67,2,1,1,2040:NHL Championship
OPTIMIZER,C,SHL,81,79,NHL,36,34,true,false,823,122,272,0,1,1,1,2030:SHL Championship
OPTIMIZER,LW,OHL,83,78,NHL,36,34,true,true,1004,487,206,68,2,0,0,
OPTIMIZER,C,LIIGA,81,72,NHL,38,35,true,true,959,122,332,0,1,0,0,
OPTIMIZER,RD,NCAA,81,78,NHL,36,34,true,false,844,103,178,68,2,0,0,
OPTIMIZER,RW,QMJHL,83,78,NHL,36,34,true,true,1003,470,226,65,2,1,1,2036:NHL Championship
OPTIMIZER,LD,NCAA,82,78,NHL,36,34,true,false,825,84,179,68,2,0,0,
OPTIMIZER,G,WHL,89,83,NHL,36,34,true,false,802,0,0,186,2,0,0,
OPTIMIZER,LD,OHL,83,79,NHL,36,34,true,true,924,80,239,65,2,0,0,
OPTIMIZER,RW,QMJHL,83,78,NHL,36,34,true,true,941,378,171,66,2,1,1,2032:NHL Championship
OPTIMIZER,G,LIIGA,88,83,NHL,36,34,true,false,868,0,0,123,1,0,0,
OPTIMIZER,C,USHL,80,76,NHL,36,34,true,true,882,101,262,71,2,1,1,2030:AHL Championship
OPTIMIZER,LD,WHL,84,81,NHL,36,34,true,true,914,70,258,68,2,0,0,
OPTIMIZER,RW,QMJHL,81,77,NHL,36,34,true,false,849,238,100,67,2,0,0,
OPTIMIZER,LD,SHL,81,77,NHL,36,34,true,false,805,48,136,0,1,0,0,
OPTIMIZER,G,SHL,89,81,NHL,36,34,true,false,874,0,0,123,1,0,0,
OPTIMIZER,C,QMJHL,82,79,NHL,36,34,true,true,905,210,324,68,2,2,2,2039:NHL Championship | 2042:NHL Championship
OPTIMIZER,RD,LIIGA,81,78,NHL,36,34,true,true,970,40,170,0,1,0,0,
OPTIMIZER,LD,SHL,83,76,NHL,38,35,true,true,1002,65,244,0,1,0,0,
OPTIMIZER,C,USHL,83,79,NHL,36,34,true,true,899,217,363,65,2,1,1,2043:NHL Championship
OPTIMIZER,RD,QMJHL,81,79,NHL,36,34,true,false,830,86,166,64,2,0,0,
OPTIMIZER,C,SHL,83,80,NHL,36,34,true,true,926,289,371,0,1,0,0,
OPTIMIZER,LW,USHL,82,79,NHL,36,34,true,true,890,359,166,65,2,2,2,2033:NHL Championship | 2042:NHL Championship
OPTIMIZER,LW,QMJHL,84,78,NHL,36,34,true,true,1000,445,207,69,2,1,1,2042:NHL Championship
OPTIMIZER,LD,WHL,84,78,NHL,36,34,true,true,1011,29,286,68,2,0,0,
OPTIMIZER,C,USHL,83,81,NHL,36,34,true,true,995,336,464,70,2,1,1,2032:NHL Championship
OPTIMIZER,LD,QMJHL,83,78,NHL,36,34,true,false,897,67,223,69,2,0,0,
OPTIMIZER,RW,SHL,83,79,NHL,36,34,true,false,910,427,201,0,1,1,1,2033:NHL Championship
OPTIMIZER,LD,OHL,83,79,NHL,36,34,true,false,911,61,211,69,2,1,1,2029:OHL Championship
OPTIMIZER,C,NCAA,81,78,NHL,36,34,true,true,959,135,296,68,2,0,0,
OPTIMIZER,RW,OHL,84,79,NHL,36,34,true,true,993,488,217,69,2,0,0,
OPTIMIZER,G,OHL,88,80,NHL,36,34,true,false,864,0,0,122,2,0,0,
OPTIMIZER,G,USHL,89,83,NHL,36,34,true,false,804,0,0,188,2,2,2,2028:USHL Championship | 2030:AHL Championship
OPTIMIZER,LD,OHL,85,78,NHL,36,34,true,false,920,49,241,67,2,1,1,2036:NHL Championship
OPTIMIZER,G,LIIGA,88,80,NHL,36,34,true,false,864,0,0,116,1,0,0,
OPTIMIZER,C,SHL,83,80,NHL,36,34,true,true,903,246,323,0,1,0,0,
OPTIMIZER,G,LIIGA,88,82,NHL,36,34,true,false,847,0,0,130,1,0,0,
OPTIMIZER,G,OHL,89,85,NHL,36,34,true,false,863,0,0,124,2,0,0,
OPTIMIZER,G,LIIGA,87,80,NHL,36,34,true,false,884,0,0,119,1,0,0,
OPTIMIZER,G,USHL,89,79,NHL,38,35,true,false,917,0,0,124,2,0,0,
OPTIMIZER,LW,NCAA,84,78,NHL,36,34,true,false,912,470,204,68,2,0,0,
OPTIMIZER,G,USHL,89,83,NHL,36,34,true,false,807,0,0,185,2,0,0,
OPTIMIZER,C,QMJHL,86,75,NHL,38,35,true,true,1072,408,485,68,2,1,1,2027:QMJHL Championship
OPTIMIZER,C,OHL,86,81,NHL,36,34,true,true,1011,349,444,67,2,0,0,
OPTIMIZER,LD,NCAA,81,76,NHL,36,34,true,false,817,68,140,66,2,1,1,2042:NHL Championship
OPTIMIZER,C,SHL,83,80,NHL,36,34,true,false,924,260,402,0,1,1,1,2039:NHL Championship
OPTIMIZER,LD,WHL,83,74,NHL,38,35,true,true,1070,76,248,70,2,0,0,
OPTIMIZER,RW,USHL,84,78,NHL,36,34,true,false,920,485,192,69,2,0,0,
OPTIMIZER,RW,USHL,83,79,NHL,36,34,true,true,987,396,170,69,2,0,0,
OPTIMIZER,RW,SHL,81,77,NHL,36,34,true,true,894,264,119,0,1,0,0,
OPTIMIZER,C,USHL,85,77,NHL,38,35,true,true,1005,338,435,71,2,1,1,2035:NHL Championship
OPTIMIZER,LW,USHL,82,75,NHL,38,35,true,false,971,350,158,68,2,1,1,2041:NHL Championship
OPTIMIZER,RW,QMJHL,83,78,NHL,36,34,true,false,993,512,196,67,2,1,1,2039:NHL Championship
OPTIMIZER,RD,OHL,83,80,NHL,36,34,true,true,1012,98,254,70,2,0,0,
OPTIMIZER,LW,SHL,80,73,NHL,38,35,true,false,863,237,112,0,1,0,0,
OPTIMIZER,G,USHL,89,83,NHL,36,34,true,false,870,0,0,117,2,2,2,2032:NHL Championship | 2041:NHL Championship
OPTIMIZER,RD,LIIGA,80,75,NHL,36,34,true,false,810,79,157,0,1,0,0,
OPTIMIZER,RW,QMJHL,82,77,NHL,36,34,true,true,989,422,173,69,2,2,2,2041:NHL Championship | 2042:NHL Championship
OPTIMIZER,RW,OHL,84,78,NHL,36,34,true,true,1015,509,201,67,2,0,0,
OPTIMIZER,LW,USHL,83,76,NHL,36,34,true,true,1085,568,214,0,2,0,0,
OPTIMIZER,LD,OHL,82,78,NHL,36,34,true,false,859,102,204,67,2,1,1,2034:NHL Championship
OPTIMIZER,LD,SHL,83,78,NHL,36,34,true,true,929,45,229,0,1,0,0,
OPTIMIZER,LW,WHL,82,78,NHL,36,34,true,true,910,344,141,71,2,0,0,
OPTIMIZER,C,LIIGA,85,80,NHL,36,34,true,false,925,329,404,0,1,0,0,
OPTIMIZER,LD,WHL,84,77,NHL,38,35,true,true,993,86,307,67,2,2,2,2028:WHL Championship | 2033:NHL Championship
OPTIMIZER,RD,USHL,83,79,NHL,36,34,true,true,916,98,196,70,2,0,0,
OPTIMIZER,RW,WHL,83,77,NHL,36,34,true,true,990,419,187,70,2,0,0,
OPTIMIZER,C,WHL,82,79,NHL,36,34,true,true,915,250,408,67,2,0,0,
OPTIMIZER,C,SHL,80,78,NHL,36,34,true,true,885,114,251,0,1,0,0,
OPTIMIZER,C,WHL,87,81,NHL,36,34,true,false,916,384,477,67,2,0,0,
OPTIMIZER,RW,LIIGA,83,78,NHL,36,34,true,true,941,404,150,0,1,1,1,2026:LIIGA Championship
OPTIMIZER,LW,QMJHL,83,77,NHL,36,34,true,true,1004,507,212,67,2,0,0,
OPTIMIZER,LD,LIIGA,83,77,NHL,36,34,true,false,835,72,203,0,1,1,1,2027:SHL Championship
OPTIMIZER,RD,SHL,82,78,NHL,36,34,true,true,916,92,223,0,1,0,0,
OPTIMIZER,LW,LIIGA,81,75,NHL,36,34,true,false,874,292,101,0,1,0,0,
OPTIMIZER,LD,OHL,84,79,NHL,36,34,true,true,907,58,236,70,2,1,1,2030:AHL Championship
OPTIMIZER,RD,LIIGA,84,79,NHL,36,34,true,true,897,41,219,0,1,0,0,
OPTIMIZER,LD,USHL,84,79,NHL,36,34,true,true,911,67,216,64,2,0,0,
OPTIMIZER,LW,LIIGA,81,75,NHL,38,35,true,true,959,293,135,0,1,1,1,2028:SHL Championship
OPTIMIZER,LW,OHL,83,78,NHL,36,34,true,true,986,448,182,66,2,0,0,
OPTIMIZER,LD,WHL,82,77,NHL,36,34,true,true,906,82,213,70,2,0,0,
OPTIMIZER,LD,USHL,83,80,NHL,36,34,true,false,920,59,231,68,2,0,0,
OPTIMIZER,LD,LIIGA,81,76,NHL,36,34,true,false,803,55,131,0,1,1,1,2029:SHL Championship
OPTIMIZER,LD,USHL,80,76,NHL,36,34,true,true,916,86,178,65,2,1,1,2036:NHL Championship
OPTIMIZER,G,QMJHL,88,83,NHL,36,34,true,false,867,0,0,123,2,0,0,
OPTIMIZER,LW,USHL,82,78,NHL,36,34,true,true,955,371,163,66,2,0,0,
OPTIMIZER,LD,WHL,84,79,NHL,36,34,true,true,927,49,240,71,2,0,0,
OPTIMIZER,RW,USHL,83,79,NHL,36,34,true,true,990,460,225,71,2,2,2,2029:USHL Championship | 2042:NHL Championship
OPTIMIZER,LD,SHL,84,78,NHL,36,34,true,true,940,33,259,0,1,1,1,2026:SHL Championship
OPTIMIZER,G,SHL,86,81,NHL,36,34,true,false,852,0,0,123,1,2,2,2029:SHL Championship | 2035:NHL Championship
OPTIMIZER,C,OHL,81,76,NHL,36,34,true,true,895,104,298,65,2,0,0,
OPTIMIZER,LD,OHL,85,80,NHL,36,34,true,true,988,35,269,68,2,1,1,2039:NHL Championship
OPTIMIZER,C,WHL,84,80,NHL,36,34,true,true,930,311,422,68,2,1,1,2042:NHL Championship
OPTIMIZER,G,SHL,88,84,NHL,36,34,true,false,806,0,0,188,1,1,1,2041:NHL Championship
OPTIMIZER,LD,WHL,85,78,NHL,36,34,true,true,1000,53,233,69,2,1,1,2034:NHL Championship
OPTIMIZER,C,QMJHL,80,74,NHL,38,35,true,true,1047,144,275,71,2,0,0,
OPTIMIZER,RD,USHL,83,77,NHL,36,34,true,true,907,70,228,69,2,0,0,
OPTIMIZER,RW,OHL,83,76,NHL,36,34,true,true,995,476,200,70,2,2,2,2031:NHL Championship | 2040:NHL Championship
OPTIMIZER,RW,SHL,82,76,NHL,36,34,true,true,899,370,155,0,1,2,2,2035:NHL Championship | 2043:NHL Championship
OPTIMIZER,RD,USHL,82,75,NHL,38,35,true,true,968,77,198,71,2,0,0,
OPTIMIZER,LD,NCAA,80,77,NHL,36,34,true,false,815,57,132,71,2,2,2,2035:NHL Championship | 2041:NHL Championship
OPTIMIZER,LD,WHL,84,75,NHL,38,35,true,true,981,86,240,65,2,1,1,2035:NHL Championship
OPTIMIZER,LD,OHL,84,78,NHL,36,34,true,true,927,59,233,65,2,0,0,
OPTIMIZER,LW,LIIGA,83,77,NHL,36,34,true,true,876,385,152,0,1,0,0,
OPTIMIZER,LD,USHL,84,79,NHL,36,34,true,true,929,52,233,65,2,0,0,
OPTIMIZER,LD,NCAA,82,77,NHL,36,34,true,true,929,104,248,70,2,2,2,2031:SHL Championship | 2038:NHL Championship
OPTIMIZER,C,WHL,79,74,NHL,36,34,true,true,916,52,318,68,2,0,0,
OPTIMIZER,G,OHL,89,78,NHL,38,35,true,false,945,0,0,127,2,0,0,
OPTIMIZER,LD,QMJHL,82,80,NHL,36,34,true,false,831,81,199,69,2,0,0,
OPTIMIZER,C,QMJHL,83,77,NHL,38,35,true,true,1070,291,445,71,2,0,0,
OPTIMIZER,RD,NCAA,81,78,NHL,36,34,true,true,860,79,150,66,2,2,2,2030:AHL Championship | 2038:NHL Championship
OPTIMIZER,C,WHL,80,76,NHL,36,34,true,true,871,103,299,68,2,0,0,
OPTIMIZER,LD,USHL,81,72,NHL,38,35,true,false,899,97,188,66,2,0,0,
OPTIMIZER,LD,LIIGA,81,78,NHL,36,34,true,true,884,46,151,0,1,0,0,
OPTIMIZER,LD,SHL,82,79,NHL,36,34,true,false,829,69,201,0,1,0,0,
OPTIMIZER,RD,USHL,83,78,NHL,36,34,true,true,916,100,264,66,2,1,1,2031:SHL Championship
OPTIMIZER,LD,OHL,82,78,NHL,36,34,true,false,824,90,208,65,2,1,1,2032:SHL Championship
OPTIMIZER,LD,USHL,82,75,NHL,38,35,true,true,975,89,233,69,2,1,1,2035:NHL Championship
OPTIMIZER,RD,NCAA,83,78,NHL,36,34,true,true,932,84,240,71,2,0,0,
OPTIMIZER,RW,USHL,83,78,NHL,36,34,true,true,926,419,173,64,2,1,1,2042:NHL Championship
OPTIMIZER,RW,SHL,83,77,NHL,36,34,true,true,896,370,145,0,1,0,0,
OPTIMIZER,LD,SHL,80,76,NHL,36,34,true,false,746,73,144,0,1,3,3,2030:SHL Championship | 2033:SHL Championship | 2043:NHL Championship
OPTIMIZER,C,SHL,83,80,NHL,36,34,true,true,903,236,361,0,1,0,0,
OPTIMIZER,LW,NCAA,83,78,NHL,36,34,true,true,982,410,179,71,2,2,2,2028:NCAA Championship | 2029:NCAA Championship
OPTIMIZER,RW,LIIGA,83,77,NHL,36,34,true,false,828,360,145,0,1,1,1,2042:NHL Championship
OPTIMIZER,RW,SHL,82,77,NHL,36,34,true,true,1001,520,205,0,1,1,1,2031:NHL Championship
OPTIMIZER,C,USHL,85,81,NHL,36,34,true,true,931,278,406,68,2,1,1,2035:NHL Championship
OPTIMIZER,G,OHL,89,84,NHL,36,34,true,false,845,0,0,127,2,0,0,
OPTIMIZER,RD,OHL,82,79,NHL,36,34,true,true,902,108,220,67,2,0,0,
OPTIMIZER,C,OHL,82,78,NHL,36,34,true,true,894,206,348,70,2,0,0,
OPTIMIZER,RD,SHL,81,78,NHL,36,34,true,false,830,54,150,0,1,0,0,
OPTIMIZER,C,LIIGA,82,78,NHL,36,34,true,true,909,195,382,0,1,1,1,2036:NHL Championship
OPTIMIZER,LW,QMJHL,82,77,NHL,36,34,true,true,987,376,156,65,2,0,0,
OPTIMIZER,C,QMJHL,85,81,NHL,36,34,true,true,1018,361,453,70,2,1,1,2041:NHL Championship
OPTIMIZER,RW,OHL,82,78,NHL,36,34,true,true,992,292,158,65,2,1,1,2039:NHL Championship
OPTIMIZER,LW,NCAA,83,78,NHL,36,34,true,true,987,396,194,67,2,2,2,2028:NCAA Championship | 2031:NHL Championship
OPTIMIZER,RD,WHL,83,74,NHL,38,35,true,true,975,72,203,67,2,1,1,2042:NHL Championship
OPTIMIZER,G,USHL,88,82,NHL,36,34,true,false,802,0,0,192,2,1,1,2034:NHL Championship
OPTIMIZER,LD,NCAA,82,78,NHL,36,34,true,true,925,121,227,70,2,1,1,2033:NHL Championship
OPTIMIZER,RD,WHL,85,80,NHL,36,34,true,false,928,64,269,70,2,0,0,
OPTIMIZER,C,SHL,79,73,NHL,38,35,true,true,970,137,274,0,1,2,2,2028:SHL Championship | 2032:NHL Championship
OPTIMIZER,LD,NCAA,84,80,NHL,36,34,true,true,899,72,214,71,2,0,0,
OPTIMIZER,LD,NCAA,84,78,NHL,36,34,true,true,912,59,241,67,2,0,0,
OPTIMIZER,RW,OHL,85,78,NHL,36,34,true,true,997,504,239,71,2,0,0,
OPTIMIZER,LW,SHL,82,72,NHL,38,35,true,false,986,428,175,0,1,1,1,2037:NHL Championship
OPTIMIZER,G,OHL,89,84,NHL,36,34,true,false,846,0,0,117,2,1,1,2027:OHL Championship
OPTIMIZER,LD,QMJHL,84,79,NHL,36,34,true,true,1021,24,275,69,2,0,0,
OPTIMIZER,LW,WHL,81,77,NHL,36,34,true,true,962,302,133,65,2,1,1,2033:NHL Championship
OPTIMIZER,RW,WHL,81,77,NHL,36,34,true,true,964,299,130,69,2,1,1,2026:WHL Championship
OPTIMIZER,RW,USHL,83,78,NHL,36,34,true,true,1003,517,229,67,2,0,0,
OPTIMIZER,RD,QMJHL,83,79,NHL,36,34,true,true,986,67,221,69,2,1,1,2038:NHL Championship
OPTIMIZER,RD,WHL,82,77,NHL,36,34,true,true,899,117,233,71,2,0,0,
OPTIMIZER,LD,QMJHL,85,75,NHL,38,35,true,true,986,66,276,69,2,1,1,2035:NHL Championship
OPTIMIZER,G,LIIGA,88,84,NHL,36,34,true,false,887,0,0,130,1,0,0,
OPTIMIZER,RW,WHL,83,78,NHL,36,34,true,true,875,333,155,70,2,1,1,2029:WHL Championship
OPTIMIZER,RD,WHL,83,78,NHL,36,34,true,false,842,66,175,68,2,1,1,2033:NHL Championship
OPTIMIZER,RD,USHL,84,78,NHL,36,34,true,true,986,25,194,71,2,0,0,
OPTIMIZER,LD,LIIGA,81,77,NHL,36,34,true,true,909,49,165,0,1,0,0,
OPTIMIZER,C,USHL,83,79,NHL,36,34,true,true,976,243,376,69,2,0,0,
OPTIMIZER,LW,SHL,82,75,NHL,36,34,true,true,904,378,135,0,1,1,1,2036:NHL Championship
OPTIMIZER,G,LIIGA,87,83,NHL,36,34,true,false,871,0,0,125,1,2,2,2028:SHL Championship | 2036:NHL Championship
OPTIMIZER,C,OHL,81,74,NHL,38,35,true,true,962,127,284,69,2,0,0,
OPTIMIZER,G,SHL,89,83,NHL,36,34,true,false,765,0,0,184,1,0,0,
OPTIMIZER,G,QMJHL,89,84,NHL,36,34,true,false,902,0,0,128,2,0,0,
OPTIMIZER,C,SHL,82,80,NHL,36,34,true,true,913,236,391,0,1,0,0,
OPTIMIZER,C,WHL,80,77,NHL,36,34,true,true,925,116,324,64,2,0,0,
OPTIMIZER,RD,SHL,82,77,NHL,36,34,true,false,761,79,159,0,1,0,0,
OPTIMIZER,C,SHL,86,81,NHL,36,34,true,true,1003,416,487,0,1,0,0,
OPTIMIZER,RW,USHL,83,76,NHL,38,35,true,false,1092,529,224,66,2,1,1,2041:NHL Championship
OPTIMIZER,RW,WHL,81,73,NHL,38,35,true,false,871,233,123,67,2,2,2,2031:SHL Championship | 2034:NHL Championship
OPTIMIZER,LW,USHL,84,79,NHL,36,34,true,true,993,501,214,71,2,0,0,
OPTIMIZER,G,OHL,87,83,NHL,36,34,true,false,874,0,0,124,2,0,0,
OPTIMIZER,G,NCAA,87,81,NHL,36,34,true,false,880,0,0,132,2,0,0,
OPTIMIZER,RW,SHL,80,76,NHL,36,34,true,true,996,295,139,0,1,0,0,
OPTIMIZER,RD,QMJHL,84,81,NHL,36,34,true,true,1007,86,283,69,2,0,0,
OPTIMIZER,C,WHL,86,81,NHL,36,34,true,true,954,336,462,68,2,0,0,
OPTIMIZER,RW,SHL,82,77,NHL,36,34,true,true,905,381,199,0,1,1,1,2028:SHL Championship
OPTIMIZER,RW,USHL,84,79,NHL,36,34,true,true,1003,502,242,70,2,1,1,2033:NHL Championship
OPTIMIZER,C,LIIGA,86,81,NHL,36,34,true,false,897,344,387,0,1,0,0,
OPTIMIZER,LW,WHL,84,78,NHL,36,34,true,false,927,450,195,69,2,0,0,
OPTIMIZER,LD,SHL,77,72,NHL,36,34,true,false,853,101,155,0,1,0,0,
OPTIMIZER,C,WHL,85,81,NHL,36,34,true,true,1025,353,443,66,2,1,1,2035:NHL Championship
OPTIMIZER,C,OHL,80,78,NHL,36,34,true,true,884,97,274,70,2,0,0,
OPTIMIZER,G,NCAA,86,81,NHL,36,34,true,false,881,0,0,127,2,3,3,2026:NCAA Championship | 2031:AHL Championship | 2040:NHL Championship
OPTIMIZER,G,LIIGA,88,84,NHL,36,34,true,false,809,0,0,190,1,1,1,2028:SHL Championship
OPTIMIZER,RD,NCAA,84,79,NHL,36,34,true,true,904,66,246,65,2,0,0,
OPTIMIZER,G,NCAA,88,83,NHL,36,34,true,false,842,0,0,124,2,1,1,2043:NHL Championship
OPTIMIZER,LD,USHL,84,80,NHL,36,34,true,false,911,67,215,71,2,0,0,
OPTIMIZER,C,OHL,83,80,NHL,36,34,true,false,901,287,387,67,2,2,2,2033:NHL Championship | 2034:NHL Championship
OPTIMIZER,LW,OHL,82,77,NHL,36,34,true,true,1017,485,181,71,2,0,0,
OPTIMIZER,LW,NCAA,82,77,NHL,36,34,true,true,975,464,150,67,2,1,1,2038:NHL Championship
OPTIMIZER,RD,NCAA,84,75,NHL,38,35,true,true,994,53,293,67,2,1,1,2041:NHL Championship
OPTIMIZER,G,WHL,86,81,NHL,36,34,true,false,866,0,0,125,2,0,0,
OPTIMIZER,G,SHL,88,83,NHL,36,34,true,false,875,0,0,123,1,2,2,2027:SHL Championship | 2030:AHL Championship
OPTIMIZER,LW,OHL,82,78,NHL,36,34,true,true,982,398,169,66,2,1,1,2040:NHL Championship
OPTIMIZER,RD,QMJHL,84,80,NHL,36,34,true,true,918,55,225,68,2,1,1,2037:NHL Championship
OPTIMIZER,C,QMJHL,84,81,NHL,36,34,true,true,987,295,413,71,2,0,0,
OPTIMIZER,LD,LIIGA,80,77,NHL,36,34,true,false,811,89,160,0,1,0,0,
OPTIMIZER,LW,OHL,83,78,NHL,36,34,true,true,979,501,218,66,2,0,0,
OPTIMIZER,G,WHL,88,79,NHL,38,35,true,false,948,0,0,121,2,0,0,
OPTIMIZER,G,USHL,85,78,NHL,36,34,true,false,873,0,0,121,2,0,0,
OPTIMIZER,LW,USHL,82,76,NHL,36,34,true,true,1062,474,164,0,2,0,0,
OPTIMIZER,RW,LIIGA,83,77,NHL,36,34,true,true,912,427,166,0,1,1,1,2034:NHL Championship
OPTIMIZER,G,NCAA,89,82,NHL,36,34,true,false,879,0,0,132,2,1,1,2030:AHL Championship
OPTIMIZER,RW,QMJHL,83,77,NHL,36,34,true,false,911,473,190,69,2,0,0,
OPTIMIZER,G,WHL,88,83,NHL,36,34,true,false,814,0,0,201,2,0,0,
OPTIMIZER,G,WHL,89,82,NHL,36,34,true,false,867,0,0,131,2,2,2,2026:WHL Championship | 2041:NHL Championship
OPTIMIZER,LD,QMJHL,83,78,NHL,36,34,true,true,980,83,267,68,2,1,1,2043:NHL Championship
OPTIMIZER,RW,WHL,83,77,NHL,36,34,true,true,1002,501,186,66,2,0,0,
OPTIMIZER,RW,OHL,82,78,NHL,36,34,true,true,886,309,140,69,2,0,0,
OPTIMIZER,LW,SHL,83,77,NHL,36,34,true,true,1008,543,213,0,1,0,0,
OPTIMIZER,LD,SHL,82,77,NHL,36,34,true,true,895,72,216,0,1,0,0,
OPTIMIZER,G,USHL,88,82,NHL,36,34,true,false,870,0,0,125,2,0,0,
OPTIMIZER,C,USHL,82,78,NHL,36,34,true,false,919,202,339,66,2,0,0,
OPTIMIZER,RD,OHL,85,77,NHL,36,34,true,true,984,22,264,69,2,0,0,
OPTIMIZER,C,LIIGA,81,78,NHL,36,34,true,true,884,150,279,0,1,0,0,
OPTIMIZER,LD,SHL,83,80,NHL,36,34,true,false,859,63,212,0,1,0,0,
OPTIMIZER,LW,OHL,80,77,NHL,36,34,true,true,885,235,129,69,2,0,0,
OPTIMIZER,C,LIIGA,79,76,NHL,36,34,true,false,851,92,300,0,1,0,0,
OPTIMIZER,RD,USHL,82,78,NHL,36,34,true,true,950,93,239,71,2,1,1,2041:NHL Championship
OPTIMIZER,LW,OHL,85,78,NHL,36,34,true,true,1003,506,244,69,2,0,0,
OPTIMIZER,C,SHL,81,76,NHL,36,34,true,true,857,124,250,0,1,1,1,2032:NHL Championship
OPTIMIZER,C,WHL,81,78,NHL,36,34,true,true,868,116,243,68,2,0,0,
OPTIMIZER,G,USHL,89,83,NHL,36,34,true,false,876,0,0,127,2,0,0,
OPTIMIZER,LD,SHL,81,77,NHL,36,34,true,true,893,59,162,0,1,1,1,2041:NHL Championship
OPTIMIZER,G,LIIGA,88,82,NHL,36,34,true,false,873,0,0,122,1,1,1,2034:NHL Championship
OPTIMIZER,G,SHL,89,84,NHL,36,34,true,false,862,0,0,122,1,0,0,
OPTIMIZER,C,NCAA,85,80,NHL,36,34,true,false,933,384,462,66,2,0,0,
OPTIMIZER,LW,OHL,84,79,NHL,36,34,true,true,1005,504,224,67,2,0,0,
OPTIMIZER,C,OHL,84,78,NHL,38,35,true,true,1108,415,506,68,2,1,1,2043:NHL Championship
OPTIMIZER,C,USHL,81,78,NHL,36,34,true,false,811,103,241,70,2,0,0,
